id_question,thème,question,choix,réponse_initiale,réponse_validée,statut,référence_document,référence_section_page,explication_courte,remarque_pédagogique
BANK-417,Instructeur,Quelles sont les mesures prises pendant la phase de planification stratégique ?,,chap. 3 ; DOC 4444 ; paragraphe 3-2-3-1 ; pages 3 - 2,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-418,Instructeur,Donner les catégories d’aéronefs en fonction de la turbulence de sillage ; leurs abréviations et les masses correspondantes ?,,chap. 4 ; DOC 4444 ; paragraphe 4-9-1 ; page 4- 8. - Quels sont les principes généraux de séparation des aéronefs en vol contrôlé (IFR et VFR) en fonction des différentes classes d’espace aérien ? Réponse : chap. 5 ; DOC 4444 ; paragraphes 5-2-1 ; page 5 - 1.,,À confirmer,DOC 4444; DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-419,Instructeur,Quels sont les minimums de séparation longitudinale en fonction du temps ?,,chap 5 ; DOC 4444 ; paragraphe 5-4-2-2 ; page 5-8. - Quels sont les minimums de séparation longitudinale fondés sur la distance avec utilisation du dispositif de mesure de distance (DME). Réponse : chap 5 ; DOC 4444 ; paragraphe 5-4-2-3 ; page 5-10.,,À confirmer,DOC 4444; DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-420,Instructeur,Quel sont les minimums de séparation longitudinale en fonction du temps avec la technique du nombre de Mach ?,,chap 5 ; DOC 4444 ; paragraphe 5-4-2-4-3. Page 5-9. - Pour les besoins de l’application de la séparation longitudinale ; donner la signification des expressions suivantes : - Même route - Route en sens inverse - Routes convergentes Compléter votre réponse avec des schémas. Réponse : chap 5 ; DOC 4444 ; paragraphe 5-4-2-1-5. Page 5-6.,,À confirmer,DOC 4444; DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-421,Instructeur,Quels sont les codes SSR réservés pour signaler un état d’urgence ; panne de communication et intervention illicite ?,,chap 8 ; DOC4444 ; paragraphe 8-5-2-1 ; page 8-3.,,À confirmer,DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-422,Instructeur,Quelle est la valeur de la tolérance utilisée pour établir la précision de l’indication de niveau transmise en mode C ?,,chap 8 . DOC4444 ; paragraphe 8-5-4-1-1.,,À confirmer,DOC4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-423,Instructeur,Quelles sont les mesures à prendre par le contrôleur lorsqu’il constate un écart dépassant la limite de tolérance ;en ce qui concerne l’indication du mode C ;persiste ?,,chap 8 ; DOC 4444 ; paragraphe 8-5-4-1-4. - Quand est ce qu’on considère qu’un :,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-424,Instructeur,Aéronef atteignant un niveau de vol ?,,chap 8 .DOC 4444 ; paragraphe 8-5-4-2. Page 8-4.,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-425,Instructeur,Quelles sont les procédures d’identification d’un aéronef au SSR ?,,chap 8. DOC 4444 ; paragraphe 8-6-2-2. Page 8-5.,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-426,Instructeur,Quelles sont les méthodes de transfert d’identification Radar ?,,chap 8 ; DOC 4444 ; paragraphe 8-6-3. Page 8-6.,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-427,Instructeur,Quelles sont les dispositions aux quels le contrôleur doit se conformer lorsqu’il procède à un guidage Radar d’un aéronef ?,,chap 8 ; DOC 4444 ; paragraphe 8-6-5 ; page 8-7.,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-428,Instructeur,Quelles sont les mesures à prendre par le contrôleur dans le cas de l’interruption ou cessation du service Radar ?,,chap 8 ; DOC 4444 ; paragraphe 8-6-7 ; page 8-8.,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-429,Instructeur,Quelles sont les mesures à prendre par le contrôleur en cas de panne de l’équipement Radar ?,,chap 8 .DOC 4444 ; paragraphe 8- 8-4 ; page 8-14.,,À confirmer,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-430,Instructeur,Comment sont classés les espaces aériens ATS ? et quelle est la classification adoptée dans la FIR de Casablanca ?,,chap 2 ; Annexe 11 ; paragraphe 2-6 ; page 2-3. AIP Maroc partie RAC,,À confirmer,Annexe 11 OACI,"Annexe 11, définitions / chapitres 2-5 selon question","L’Annexe 11 est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-431,Instructeur,Quelles sont les règles de déclenchement des phases d’alerte pour les vols VFR non astreint à des contacts radio ? et quel est l’organisme responsable du déclenchement ? - Quels sont les renseignement qu’on peut trouver dans la case 18 du plan de vol ? donner des exemples,,Appendice 2. DOC 4444. Page A2-8 . - Quel est. l’objectif de l’ IFPS (Integrated Flight Plan Processing System).,,Doublon à fusionner,DOC 4444,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-339. À fusionner ou conserver selon qualification ciblée.
BANK-432,Instructeur,Quel est le délai nécessaire pour transmettre un plan de vol FPL au CFMU pour un vol affecté par une régulation de trafic? Comment est calculé le CTOT ?,,"L’ IFPS a principalement pour objectif de rationaliser, la réception, le traitement initial et la diffusion des plans de vol CAG-IFR et les messages connexes. Le délai nécessaire pour transmettre le plan de vol est de 3 Heures . CTOT = EOBT + TAXI TIME + DELAY.",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-433,Instructeur,Citez les zones interdites dans la FIR de Casablanca avec les limites inférieures et supérieures ?,,AIP partie RAC - Citez les caractéristiques des routes aériennes suivantes : UN 871 ; UN869 ; UR975 Réponse : AIP partie RAC.,,À confirmer,"AIP Maroc eAIP ENR, WEF 11-JUN-2026",Section ENR à préciser,"L’AIP Maroc est maintenant disponible, mais cette réponse doit encore être contrôlée manuellement.",Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-434,Instructeur,Donnez les caractéristiques de la TMA d’Agadir et Tanger en spécifiant les points de transfert ?,,lettre d’agreements.,,À confirmer,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
